objective,similarity,correlation
82253,90,-0.19881
79062,93,-0.19881
82030,87,-0.19881
82403,92,-0.19881
78017,89,-0.19881
77955,91,-0.19881
79196,90,-0.19881
85642,90,-0.19881
81894,86,-0.19881
80276,90,-0.19881
80825,88,-0.19881
77585,89,-0.19881
80821,91,-0.19881
79525,89,-0.19881
81333,89,-0.19881
81719,88,-0.19881
81239,86,-0.19881
80246,89,-0.19881
83122,91,-0.19881
82473,87,-0.19881
85441,91,-0.19881
84603,88,-0.19881
81314,92,-0.19881
80989,89,-0.19881
77790,88,-0.19881
79938,89,-0.19881
79087,91,-0.19881
85994,86,-0.19881
81227,88,-0.19881
84689,87,-0.19881
81496,89,-0.19881
80822,88,-0.19881
81213,88,-0.19881
81281,86,-0.19881
83048,89,-0.19881
80001,94,-0.19881
80417,91,-0.19881
80295,88,-0.19881
78397,91,-0.19881
79099,91,-0.19881
77702,90,-0.19881
79972,87,-0.19881
81073,89,-0.19881
81663,86,-0.19881
81479,86,-0.19881
82987,91,-0.19881
81686,91,-0.19881
83737,88,-0.19881
81707,86,-0.19881
83863,88,-0.19881
79666,91,-0.19881
79884,89,-0.19881
80414,92,-0.19881
76739,89,-0.19881
80128,90,-0.19881
81261,90,-0.19881
84118,89,-0.19881
79971,92,-0.19881
81538,90,-0.19881
82746,86,-0.19881
78237,92,-0.19881
82009,90,-0.19881
81976,89,-0.19881
79317,91,-0.19881
81371,89,-0.19881
81054,90,-0.19881
81072,92,-0.19881
81747,89,-0.19881
80315,87,-0.19881
82750,90,-0.19881
80359,88,-0.19881
80820,90,-0.19881
81211,88,-0.19881
77412,92,-0.19881
79156,92,-0.19881
77376,91,-0.19881
83466,90,-0.19881
83780,88,-0.19881
80926,89,-0.19881
79974,90,-0.19881
82964,87,-0.19881
81650,87,-0.19881
80964,90,-0.19881
82379,89,-0.19881
78792,87,-0.19881
82163,87,-0.19881
80550,89,-0.19881
82535,86,-0.19881
80324,89,-0.19881
81883,89,-0.19881
80059,91,-0.19881
79763,88,-0.19881
79649,92,-0.19881
79726,90,-0.19881
83426,90,-0.19881
79547,92,-0.19881
80201,91,-0.19881
79162,88,-0.19881
85198,92,-0.19881
80239,88,-0.19881
83870,89,-0.19881
82511,88,-0.19881
87589,89,-0.19881
85681,88,-0.19881
82395,87,-0.19881
78979,87,-0.19881
84307,86,-0.19881
81523,88,-0.19881
79749,91,-0.19881
82045,89,-0.19881
78327,92,-0.19881
80045,91,-0.19881
78893,88,-0.19881
84390,87,-0.19881
80489,87,-0.19881
82363,92,-0.19881
81891,91,-0.19881
79645,91,-0.19881
83930,89,-0.19881
80883,90,-0.19881
83313,88,-0.19881
84511,89,-0.19881
81219,90,-0.19881
79248,89,-0.19881
79954,94,-0.19881
82670,90,-0.19881
81011,88,-0.19881
81556,90,-0.19881
78302,87,-0.19881
85094,88,-0.19881
80352,91,-0.19881
83194,90,-0.19881
83826,89,-0.19881
80753,88,-0.19881
85132,93,-0.19881
82534,90,-0.19881
79105,89,-0.19881
79524,90,-0.19881
81695,92,-0.19881
78138,91,-0.19881
83591,93,-0.19881
81022,89,-0.19881
83919,89,-0.19881
82255,86,-0.19881
80141,90,-0.19881
83319,88,-0.19881
82422,90,-0.19881
82258,92,-0.19881
77763,87,-0.19881
85318,89,-0.19881
82650,90,-0.19881
83553,88,-0.19881
86568,90,-0.19881
79626,90,-0.19881
79364,89,-0.19881
79657,88,-0.19881
80353,89,-0.19881
82302,90,-0.19881
82148,87,-0.19881
82632,85,-0.19881
81908,90,-0.19881
80685,87,-0.19881
87695,92,-0.19881
85909,88,-0.19881
79663,91,-0.19881
78452,87,-0.19881
80416,91,-0.19881
81933,86,-0.19881
78137,89,-0.19881
79254,90,-0.19881
77872,91,-0.19881
79720,89,-0.19881
80037,89,-0.19881
81110,90,-0.19881
80804,88,-0.19881
79202,91,-0.19881
81439,86,-0.19881
82828,86,-0.19881
83385,86,-0.19881
80078,88,-0.19881
80086,90,-0.19881
81841,89,-0.19881
81165,87,-0.19881
81760,89,-0.19881
80031,88,-0.19881
79179,89,-0.19881
84440,88,-0.19881
81088,90,-0.19881
86106,87,-0.19881
79518,91,-0.19881
82720,90,-0.19881
80463,91,-0.19881
79465,86,-0.19881
80990,90,-0.19881
81185,87,-0.19881
81527,89,-0.19881
84376,88,-0.19881
78693,89,-0.19881
81365,89,-0.19881
84906,89,-0.19881
79143,92,-0.19881
81417,88,-0.19881
80545,88,-0.19881
81894,89,-0.19881
85654,89,-0.19881
80924,88,-0.19881
82590,88,-0.19881
82020,88,-0.19881
82084,87,-0.19881
80293,92,-0.19881
85294,92,-0.19881
81598,86,-0.19881
79904,89,-0.19881
82204,89,-0.19881
80732,89,-0.19881
78467,88,-0.19881
84985,88,-0.19881
82838,90,-0.19881
82538,89,-0.19881
80291,88,-0.19881
80838,87,-0.19881
80228,90,-0.19881
80658,90,-0.19881
78517,89,-0.19881
81498,91,-0.19881
78208,88,-0.19881
83147,88,-0.19881
81630,91,-0.19881
80466,87,-0.19881
81986,89,-0.19881
81315,90,-0.19881
82989,89,-0.19881
84192,88,-0.19881
77803,91,-0.19881
81168,91,-0.19881
81279,92,-0.19881
80776,89,-0.19881
82999,92,-0.19881
80268,89,-0.19881
79326,91,-0.19881
82241,87,-0.19881
79539,87,-0.19881
81755,91,-0.19881
81474,88,-0.19881
82774,90,-0.19881
83464,89,-0.19881
78920,91,-0.19881
79679,90,-0.19881
79672,91,-0.19881
78143,92,-0.19881
77688,90,-0.19881
78590,91,-0.19881
85673,86,-0.19881
78271,91,-0.19881
80592,87,-0.19881
79897,89,-0.19881
81681,90,-0.19881
82407,89,-0.19881
79123,90,-0.19881
81203,87,-0.19881
81483,88,-0.19881
80667,88,-0.19881
77626,92,-0.19881
81314,91,-0.19881
78229,91,-0.19881
77446,89,-0.19881
81921,91,-0.19881
79562,90,-0.19881
77813,87,-0.19881
81593,86,-0.19881
78182,88,-0.19881
82083,88,-0.19881
80240,89,-0.19881
81048,89,-0.19881
79481,88,-0.19881
82621,87,-0.19881
80175,89,-0.19881
83258,90,-0.19881
83227,89,-0.19881
78105,90,-0.19881
77201,89,-0.19881
82620,91,-0.19881
82871,88,-0.19881
79200,90,-0.19881
79657,86,-0.19881
82374,89,-0.19881
81439,92,-0.19881
82245,89,-0.19881
80425,88,-0.19881
80926,90,-0.19881
79598,90,-0.19881
81812,90,-0.19881
81857,91,-0.19881
81610,90,-0.19881
80308,91,-0.19881
81407,88,-0.19881
80734,91,-0.19881
83093,86,-0.19881
80863,86,-0.19881
81036,89,-0.19881
81127,91,-0.19881
82533,89,-0.19881
78204,91,-0.19881
82701,90,-0.19881
83567,90,-0.19881
82189,90,-0.19881
84989,90,-0.19881
79589,88,-0.19881
82588,88,-0.19881
84294,91,-0.19881
81161,89,-0.19881
80514,93,-0.19881
81112,91,-0.19881
82509,89,-0.19881
83733,90,-0.19881
80024,87,-0.19881
82295,90,-0.19881
78890,89,-0.19881
82396,89,-0.19881
80256,87,-0.19881
80382,89,-0.19881
79119,89,-0.19881
79873,93,-0.19881
81695,89,-0.19881
82680,89,-0.19881
83757,90,-0.19881
78877,88,-0.19881
84227,90,-0.19881
82260,88,-0.19881
82895,91,-0.19881
82274,93,-0.19881
82431,89,-0.19881
82275,92,-0.19881
80084,90,-0.19881
78395,92,-0.19881
82339,88,-0.19881
78969,91,-0.19881
82526,88,-0.19881
82232,88,-0.19881
78334,90,-0.19881
79107,91,-0.19881
80733,90,-0.19881
84229,88,-0.19881
84686,91,-0.19881
83585,88,-0.19881
78987,88,-0.19881
84344,90,-0.19881
79566,89,-0.19881
82576,89,-0.19881
81557,90,-0.19881
80842,86,-0.19881
81211,87,-0.19881
83117,90,-0.19881
81780,86,-0.19881
79719,88,-0.19881
79479,90,-0.19881
79110,92,-0.19881
78382,92,-0.19881
79097,88,-0.19881
84130,89,-0.19881
83203,88,-0.19881
84359,83,-0.19881
81184,91,-0.19881
79989,93,-0.19881
77111,92,-0.19881
79181,89,-0.19881
80065,91,-0.19881
82206,88,-0.19881
83418,89,-0.19881
81525,88,-0.19881
78608,88,-0.19881
83211,85,-0.19881
78409,90,-0.19881
78602,89,-0.19881
77975,90,-0.19881
84549,89,-0.19881
81273,89,-0.19881
79699,91,-0.19881
80660,89,-0.19881
79857,90,-0.19881
82222,88,-0.19881
